Short Country	Long Country	Holiday	Long Date	Short Date	Description
FM	Micronesia	Constitution Day observed	"Friday, May 9, 2025"	9-May-25	Constitution Day is a public holiday in Micronesia
FM	Micronesia	Constitution Day	"Saturday, May 10, 2025"	10-May-25	Constitution Day is a public holiday in Micronesia
FM	Micronesia	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Micronesia (Palikir)
FM	Micronesia	Gospel Day (Kosrae)	"Thursday, August 21, 2025"	21-Aug-25	Gospel Day (Kosrae) is a local holiday in Micronesia
FM	Micronesia	Kosrae Liberation Day	"Monday, September 8, 2025"	8-Sep-25	Kosrae Liberation Day is a local holiday in Micronesia
FM	Micronesia	Pohnpei Liberation Day	"Thursday, September 11, 2025"	11-Sep-25	Pohnpei Liberation Day is a local holiday in Micronesia
FM	Micronesia	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Micronesia (Palikir)
FM	Micronesia	Chuuk Constitution Day	"Wednesday, October 1, 2025"	1-Oct-25	Chuuk Constitution Day is a local holiday in Micronesia
FM	Micronesia	United Nations Day	"Friday, October 24, 2025"	24-Oct-25	United Nations Day is a public holiday in Micronesia
FM	Micronesia	Kosrae Self Government Day	"Monday, November 3, 2025"	3-Nov-25	Kosrae Self Government Day is a local holiday in Micronesia
FM	Micronesia	Independence Day	"Monday, November 3, 2025"	3-Nov-25	Independence Day is a public holiday in Micronesia
FM	Micronesia	Pohnpei Constitution Day observed	"Friday, November 7, 2025"	7-Nov-25	Pohnpei Constitution Day is a local holiday in Micronesia
FM	Micronesia	Pohnpei Constitution Day	"Saturday, November 8, 2025"	8-Nov-25	Pohnpei Constitution Day is a local holiday in Micronesia
FM	Micronesia	Veterans of Foreign Wars Day	"Tuesday, November 11, 2025"	11-Nov-25	Veterans of Foreign Wars Day is a public holiday in Micronesia
FM	Micronesia	Presidents Day	"Sunday, November 23, 2025"	23-Nov-25	Presidents Day is a public holiday in Micronesia
FM	Micronesia	Presidents Day observed	"Monday, November 24, 2025"	24-Nov-25	Presidents Day is a public holiday in Micronesia
FM	Micronesia	Thanksgiving	"Thursday, November 27, 2025"	27-Nov-25	Thanksgiving is a local holiday in Micronesia
FM	Micronesia	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Micronesia (Palikir)
FM	Micronesia	Yap Constitution Day	"Wednesday, December 24, 2025"	24-Dec-25	Yap Constitution Day is a local holiday in Micronesia
FM	Micronesia	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MD	Moldova	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MD	Moldova	Orthodox Christmas Day	"Tuesday, January 7, 2025"	7-Jan-25	"Many Orthodox churches annually celebrate Christmas Day on or around January 7. This event commemorates the story of Jesus Christâ€™s birth, according to the Christian Bible."
MD	Moldova	Orthodox Christmas Day holiday	"Wednesday, January 8, 2025"	8-Jan-25	Orthodox Christmas Day holiday is a national holiday and Orthodox holiday in Moldova
MD	Moldova	Mihai Eminescu Commemoration Day	"Wednesday, January 15, 2025"	15-Jan-25	Mihai Eminescu Commemoration Day is a observance in Moldova
MD	Moldova	Holocaust Remembrance Day	"Monday, January 27, 2025"	27-Jan-25	Holocaust Remembrance Day is a observance in Moldova
MD	Moldova	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	February 14 is Valentine's Day or Saint Valentine's Feast. The day of love owes its origins to ancient Roman and European Christian traditions.
MD	Moldova	Day of Commemoration of the Victims of the Afghanistan War	"Saturday, February 15, 2025"	15-Feb-25	Day of Commemoration of the Victims of the Afghanistan War is a observance in Moldova
MD	Moldova	Martisor (first day of spring)	"Saturday, March 1, 2025"	1-Mar-25	Martisor (first day of spring) is a observance in Moldova
MD	Moldova	Remembrance and Gratitude Day	"Sunday, March 2, 2025"	2-Mar-25	Remembrance and Gratitude Day is a observance in Moldova
MD	Moldova	International Women's Day	"Saturday, March 8, 2025"	8-Mar-25	International Women's Day is a national holiday in Moldova
MD	Moldova	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Moldova (ChiÈ™inÄƒu)
MD	Moldova	Daylight Saving Time starts	"Sunday, March 30, 2025"	30-Mar-25	Daylight Saving Time starts in Moldova
MD	Moldova	Remembrance and Freedom Day	"Monday, April 7, 2025"	7-Apr-25	Remembrance and Freedom Day is a observance in Moldova
MD	Moldova	Orthodox Good Friday	"Friday, April 18, 2025"	18-Apr-25	Millions of Orthodox Christians around the world annually observe Good Friday to commemorate the events leading up to Jesus Christ's crucifixion.
MD	Moldova	Orthodox Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	The Saturday before Easter Sunday is also known as Holy Saturday for many Orthodox churches worldwide.
MD	Moldova	Day of Victims of Organized Famine of 1946-1947	"Saturday, April 19, 2025"	19-Apr-25	Day of Victims of Organized Famine of 1946-1947 is a observance in Moldova
MD	Moldova	Orthodox Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	Millions of Orthodox Christians around the world often celebrate Easter Sunday at a different time to the date set by many western churches.
MD	Moldova	Orthodox Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Orthodox Easter Monday is the day after the Orthodox Easter Sunday.
MD	Moldova	Day of Victims of Nuclear Accidents	"Saturday, April 26, 2025"	26-Apr-25	Day of Victims of Nuclear Accidents is a observance in Moldova
MD	Moldova	State Flag Day	"Sunday, April 27, 2025"	27-Apr-25	State Flag Day is a observance in Moldova
MD	Moldova	Occupational Health and Safety Day	"Monday, April 28, 2025"	28-Apr-25	Occupational Health and Safety Day is a observance in Moldova
MD	Moldova	International Day of Solidarity of Workers	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MD	Moldova	Victory Day	"Friday, May 9, 2025"	9-May-25	Victory Day is a national holiday in Moldova
MD	Moldova	Europe Day	"Friday, May 9, 2025"	9-May-25	Europe Day is a observance in Moldova
MD	Moldova	Family Day	"Thursday, May 15, 2025"	15-May-25	Family Day is a observance in Moldova
MD	Moldova	BÄƒlÈ›i Day	"Thursday, May 22, 2025"	22-May-25	BÄƒlÈ›i Day is a local holiday in Moldova
MD	Moldova	Dniester Day	"Sunday, May 25, 2025"	25-May-25	Dniester Day is a observance in Moldova
MD	Moldova	International Children's Day	"Sunday, June 1, 2025"	1-Jun-25	International Children's Day is a national holiday in Moldova
MD	Moldova	World Environment Day	"Thursday, June 5, 2025"	5-Jun-25	World Environment Day is a observance in Moldova
MD	Moldova	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Moldova (ChiÈ™inÄƒu)
MD	Moldova	Victims of Fascism Day	"Sunday, June 22, 2025"	22-Jun-25	Victims of Fascism Day is a observance in Moldova
MD	Moldova	Statehood Day	"Monday, June 23, 2025"	23-Jun-25	Statehood Day is a observance in Moldova
MD	Moldova	Day Against Illicit Drug Consumption and Trafficking	"Thursday, June 26, 2025"	26-Jun-25	Day Against Illicit Drug Consumption and Trafficking is a observance in Moldova
MD	Moldova	Peoples Port Day	"Sunday, June 29, 2025"	29-Jun-25	Peoples Port Day is a observance in Moldova
MD	Moldova	Competition Day	"Monday, June 30, 2025"	30-Jun-25	Competition Day is a observance in Moldova
MD	Moldova	Stephen the Great Day	"Wednesday, July 2, 2025"	2-Jul-25	Stephen the Great Day is a observance in Moldova
MD	Moldova	Victims of Stalinism Day	"Sunday, July 6, 2025"	6-Jul-25	Victims of Stalinism Day is a observance in Moldova
MD	Moldova	Constitution Day	"Tuesday, July 29, 2025"	29-Jul-25	Constitution Day is a observance in Moldova
MD	Moldova	Independence Day	"Wednesday, August 27, 2025"	27-Aug-25	Independence Day is a national holiday in Moldova
MD	Moldova	Language Day	"Sunday, August 31, 2025"	31-Aug-25	Language Day is a national holiday in Moldova
MD	Moldova	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Moldova (ChiÈ™inÄƒu)
MD	Moldova	National Apple Festival	"Saturday, September 27, 2025"	27-Sep-25	National Apple Festival is a observance in Moldova
MD	Moldova	Wine Day	"Saturday, October 4, 2025"	4-Oct-25	Wine Day is a observance in Moldova
MD	Moldova	ChiÈ™inÄƒu Day	"Tuesday, October 14, 2025"	14-Oct-25	ChiÈ™inÄƒu Day is a local holiday in Moldova
MD	Moldova	National Food Day	"Thursday, October 16, 2025"	16-Oct-25	National Food Day is a observance in Moldova
MD	Moldova	Daylight Saving Time ends	"Sunday, October 26, 2025"	26-Oct-25	Daylight Saving Time ends in Moldova
MD	Moldova	Halloween	"Friday, October 31, 2025"	31-Oct-25	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.
MD	Moldova	Cahul Day	"Friday, November 21, 2025"	21-Nov-25	Cahul Day is a local holiday in Moldova
MD	Moldova	International Human Rights Day	"Wednesday, December 10, 2025"	10-Dec-25	International Human Rights Day is a observance in Moldova
MD	Moldova	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Moldova (ChiÈ™inÄƒu)
MD	Moldova	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.
MD	Moldova	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MD	Moldova	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
MC	Monaco	New Year's Day	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MC	Monaco	Saint DÃ©vote's Day	"Monday, January 27, 2025"	27-Jan-25	Saint DÃ©vote's Day is a national holiday in Monaco
MC	Monaco	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Monaco (Monaco)
MC	Monaco	Daylight Saving Time starts	"Sunday, March 30, 2025"	30-Mar-25	Daylight Saving Time starts in Monaco
MC	Monaco	Good Friday	"Friday, April 18, 2025"	18-Apr-25	Good Friday is a global Christian observance two days before Easter Sunday.
MC	Monaco	Holy Saturday	"Saturday, April 19, 2025"	19-Apr-25	Holy Saturday is the day before Easter Sunday.
MC	Monaco	Easter Sunday	"Sunday, April 20, 2025"	20-Apr-25	"Easter Sunday commemorates Jesus Christâ€™s resurrection, according to Christian belief."
MC	Monaco	Easter Monday	"Monday, April 21, 2025"	21-Apr-25	Easter Monday is the day after Easter Sunday.
MC	Monaco	Labour Day/May Day	"Thursday, May 1, 2025"	1-May-25	"Labor Day, International Workers' Day, and May Day, is a day off for workers in many countries around the world."
MC	Monaco	Mothers' Day	"Sunday, May 25, 2025"	25-May-25	Motherâ€™s Day celebrates the achievements and efforts of mothers and mother figures.
MC	Monaco	Ascension Day	"Thursday, May 29, 2025"	29-May-25	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.
MC	Monaco	Whit Sunday	"Sunday, June 8, 2025"	8-Jun-25	"Many Christians all over the world annually observe Pentecost, also known as Whitsunday or Whit Sunday."
MC	Monaco	Whit Monday	"Monday, June 9, 2025"	9-Jun-25	"Whit Monday, or Pentecost Monday, is a Christian holiday that falls on the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
MC	Monaco	Fathers' Day	"Sunday, June 15, 2025"	15-Jun-25	Fatherâ€™s Day celebrates fatherhood and male parenting on different dates worldwide.
MC	Monaco	Corpus Christi	"Thursday, June 19, 2025"	19-Jun-25	Corpus Christi is a Christian feast in honor of the Holy Eucharist.
MC	Monaco	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Monaco (Monaco)
MC	Monaco	Saint John's Eve	"Monday, June 23, 2025"	23-Jun-25	Saint John's Eve is a observance in Monaco
MC	Monaco	Saint John's Day	"Tuesday, June 24, 2025"	24-Jun-25	Saint John's Day is a observance in Monaco
MC	Monaco	Feast of Saint Roman Eve	"Friday, August 8, 2025"	8-Aug-25	Feast of Saint Roman Eve is a observance in Monaco
MC	Monaco	Feast of Saint Roman	"Saturday, August 9, 2025"	9-Aug-25	Feast of Saint Roman is a observance in Monaco
MC	Monaco	Assumption of Mary	"Friday, August 15, 2025"	15-Aug-25	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.
MC	Monaco	September Equinox	"Monday, September 22, 2025"	22-Sep-25	September Equinox in Monaco (Monaco)
MC	Monaco	Daylight Saving Time ends	"Sunday, October 26, 2025"	26-Oct-25	Daylight Saving Time ends in Monaco
MC	Monaco	All Saints' Day	"Saturday, November 1, 2025"	1-Nov-25	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."
MC	Monaco	National Day	"Wednesday, November 19, 2025"	19-Nov-25	National Day is a national holiday in Monaco
MC	Monaco	Feast of the Immaculate Conception	"Monday, December 8, 2025"	8-Dec-25	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.
MC	Monaco	December Solstice	"Sunday, December 21, 2025"	21-Dec-25	December Solstice in Monaco (Monaco)
MC	Monaco	Christmas Eve	"Wednesday, December 24, 2025"	24-Dec-25	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.
MC	Monaco	Christmas Day	"Thursday, December 25, 2025"	25-Dec-25	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.
MC	Monaco	New Year's Eve	"Wednesday, December 31, 2025"	31-Dec-25	"New Yearâ€™s Eve is the last day of the year, December 31, in the Gregorian calendar."
MN	Mongolia	New Year	"Wednesday, January 1, 2025"	1-Jan-25	"New Yearâ€™s Day is the first day of the year, or January 1, in the Gregorian calendar."
MN	Mongolia	Constitution Day	"Monday, January 13, 2025"	13-Jan-25	Constitution Day is a observance in Mongolia
MN	Mongolia	Valentine's Day	"Friday, February 14, 2025"	14-Feb-25	February 14 is Valentine's Day or Saint Valentine's Feast. The day of love owes its origins to ancient Roman and European Christian traditions.
MN	Mongolia	Tsagaan Sar	"Saturday, March 1, 2025"	1-Mar-25	Tsagaan Sar is a public holiday in Mongolia
MN	Mongolia	Patriots' Day	"Saturday, March 1, 2025"	1-Mar-25	Patriots' Day is a observance in Mongolia
MN	Mongolia	Tsagaan Sar Holiday	"Sunday, March 2, 2025"	2-Mar-25	Tsagaan Sar Holiday is a public holiday in Mongolia
MN	Mongolia	International Women's Day	"Saturday, March 8, 2025"	8-Mar-25	International Women's Day is a public holiday in Mongolia
MN	Mongolia	Soldiers' Day	"Tuesday, March 18, 2025"	18-Mar-25	Soldiers' Day is a observance in Mongolia
MN	Mongolia	March Equinox	"Thursday, March 20, 2025"	20-Mar-25	March Equinox in Mongolia (Ulaanbaatar)
MN	Mongolia	Health Day	"Monday, April 7, 2025"	7-Apr-25	Health Day is a observance in Mongolia
MN	Mongolia	Intellectual Property Day	"Saturday, April 26, 2025"	26-Apr-25	Intellectual Property Day is a observance in Mongolia
MN	Mongolia	Family Day	"Thursday, May 15, 2025"	15-May-25	Family Day is a observance in Mongolia
MN	Mongolia	Children's Day	"Sunday, June 1, 2025"	1-Jun-25	Children's Day is a public holiday in Mongolia
MN	Mongolia	Great Buddha Day	"Wednesday, June 11, 2025"	11-Jun-25	Great Buddha Day is a public holiday in Mongolia
MN	Mongolia	June Solstice	"Saturday, June 21, 2025"	21-Jun-25	June Solstice in Mongolia (Ulaanbaatar)
MN	Mongolia	Political Flag Day	"Thursday, July 10, 2025"	10-Jul-25	Political Flag Day is a observance in Mongolia
